25.4mm,9.5mm,4.8mm,2.0mm,0.42mm,0.076mm,LL ,IP ,Umidade Ótima,Densidade máxima ,CBR 
"100,00","100,00","100,00","100,00","93,80","77,50","40,40","16,80","19,60",1673,"7,10"
"100,00","100,00","100,00","100,00","94,30","76,70","38,00","16,60","18,10",1672,"7,80"
"100,00","100,00","100,00","100,00","94,10","77,30","39,80","17,40","18,60",1644,"7,90"
"100,00","100,00","100,00","100,00","94,70","25,10","41,50","17,60","17,90",1653,"7,60"
"100,00","100,00","100,00","100,00","97,50","38,80","37,90","13,50","14,00",1702,"10,80"
"100,00","100,00","100,00","100,00","96,60","40,90","39,70","14,00","15,40",1733,"11,30"
"100,00","100,00","100,00","100,00","94,70","65,50","35,90","13,50","14,80",1707,"11,30"
"100,00","100,00","100,00","100,00","93,80","64,10","38,00","13,90","14,80",1726,"12,10"
"100,00","100,00","100,00","100,00","96,50","37,80","37,50","13,30","14,60",1783,"11,70"
"100,00","100,00","100,00","100,00","95,80","41,00","39,40","15,40","14,00",1625,"9,10"
"100,00","100,00","100,00","100,00","95,80","81,40","41,60","14,40","19,10",1605,"6,60"
"100,00","98,00","88,50","69,20","59,20","29,50","33,50","10,70","11,80",1976,"22,50"
"100,00","100,00","100,00","100,00","94,70","78,40","40,90","16,80","20,10",1689,"7,00"
"100,00","100,00","100,00","100,00","95,50","78,40","42,50","16,40","20,20",1666,"6,50"
"100,00","95,10","82,50","71,60","57,90","48,10","36,80","13,20","14,20",1842,"18,50"
"100,00","94,40","82,60","71,50","56,00","47,20","33,50","11,30","14,00",1865,"18,50"
"100,00","100,00","100,00","100,00","96,50","80,70","42,70","18,50","18,10",1656,"6,10"
"100,00","96,20","81,80","69,40","54,30","46,20","40,90","16,60","14,70",1766,"18,20"
"100,00","100,00","100,00","100,00","96,40","79,00","39,70","17,30","18,50",1679,"8,20"
"100,00","100,00","100,00","100,00","94,80","77,80","40,90","16,80","17,30",1662,"8,60"
"100,00","100,00","100,00","100,00","95,20","77,80","38,60","17,60","18,60",1667,"8,50"
"100,00","100,00","100,00","100,00","95,00","77,90","40,50","15,90","19,50",1672,"8,10"
"100,00","100,00","100,00","100,00","95,50","78,40","40,70","16,70","19,90",1661,"8,10"
"100,00","100,00","100,00","100,00","95,40","78,00","39,90","16,80","18,30",1642,"8,60"
"100,00","100,00","100,00","100,00","95,60","78,60","38,70","17,10","17,60",1647,"8,00"
"100,00","100,00","100,00","100,00","94,40","77,00","40,60","16,60","17,80",1656,"9,30"
"100,00","96,60","82,40","69,20","54,90","47,70","38,70","16,30","14,20",1877,"21,00"
"100,00","100,00","100,00","100,00","97,20","85,90","41,60","11,90","22,40",1589,"4,70"
"100,00","100,00","100,00","100,00","93,70","78,00","39,70","16,90","17,90",1676,"8,10"
"100,00","100,00","100,00","100,00","96,40","83,90","45,80","13,70","21,50",1604,"5,60"
"100,00","100,00","88,40","80,80","73,50","51,90","37,60","13,70","15,90",1682,"9,90"
"100,00","100,00","89,10","81,90","76,10","54,60","36,60","13,60","15,60",1667,"9,40"
"100,00","100,00","90,20","82,90","74,30","54,00","36,20","14,00","15,40",1674,"9,60"
"100,00","100,00","86,30","77,90","68,90","49,90","37,60","13,60","15,30",1705,"10,60"
"100,00","100,00","89,10","81,70","73,10","53,10","36,70","14,30","16,40",1678,"9,50"
"89,80","60,80","32,60","22,20","16,70","14,00","24,80","4,70","10,30",2091,"46,60"
"88,70","59,90","32,20","21,30","16,50","13,80","24,80","5,10","9,60",2090,"48,50"
"88,50","58,30","30,50","21,00","16,20","13,60","24,60","5,30","9,70",2108,"46,70"
"89,10","59,70","31,20","21,10","15,50","13,10","24,60","4,60","10,50",2080,"44,80"
"89,10","59,30","31,00","20,70","15,90","13,70","23,90","5,60","9,50",2141,"49,10"
"85,50","59,30","31,70","22,00","17,00","14,50","23,70","5,30","9,90",2091,"48,80"
"88,60","59,90","31,80","22,00","16,70","14,10","24,40","4,30","10,00",2110,"47,20"
"89,60","60,90","32,70","22,30","16,80","13,70","23,50","4,60","9,90",2107,"48,70"
"88,40","57,90","31,00","21,20","16,10","13,80","23,80","4,90","9,90",2112,"48,70"
"88,40","57,80","31,00","21,10","16,00","13,70","23,50","4,10","9,70",2125,"50,30"
"88,40","57,80","30,80","20,90","16,00","13,70","23,10","4,20","9,60",2120,"52,20"
"88,30","57,70","30,60","20,70","15,60","13,40","22,90","3,80","9,60",2142,"53,00"
"88,30","57,80","30,80","21,00","16,00","13,60","22,80","3,90","9,60",2178,"54,90"
"88,40","58,00","30,90","21,00","16,00","13,80","23,00","3,70","10,20",2110,"52,20"
"88,40","58,20","31,10","21,20","16,20","13,80","23,20","3,10","9,60",2198,"52,70"
"89,80","60,80","32,60","22,20","16,70","14,00","22,80","4,50","9,10",2551,"83,00"
"88,70","59,90","32,20","21,30","16,50","13,80","23,80","4,10","10,50",2175,"85,60"
"88,50","58,30","30,50","21,00","16,20","13,60","24,60","5,30","9,40",2168,"86,90"
"89,10","59,70","31,20","21,10","15,50","13,10","24,60","4,60","8,90",2170,"88,30"
"89,10","59,30","31,00","20,70","15,90","13,70","23,90","5,60","9,50",2162,"84,60"
"88,50","59,30","31,70","22,00","17,00","14,50","23,70","5,30","9,70",2149,"85,10"
"88,60","59,90","31,80","22,00","16,70","14,10","24,40","4,30","9,90",2127,"85,20"
"89,60","60,90","32,70","22,30","16,80","13,70","23,50","4,60","10,30",2185,"87,30"
"88,40","57,90","31,00","21,20","16,10","13,80","23,80","4,90","10,60",2170,"87,40"
"88,40","57,80","31,00","21,10","16,00","13,70","23,50","4,10","10,50",2183,"90,60"
"88,40","57,80","30,80","20,90","16,00","13,70","23,10","4,20","10,50",2255,"90,10"
"88,30","57,70","30,60","20,70","15,60","13,40","22,90","3,80","10,10",2092,"87,90"
"88,30","57,80","30,80","21,00","16,00","13,60","22,80","3,90","10,60",2187,"86,40"
"88,40","58,00","30,90","21,00","16,00","13,80","23,00","3,70","10,70",2246,"88,50"
"88,40","58,20","31,10","21,20","16,20","13,80","23,20","3,10","10,10",2239,"88,60"
"100,00","100,00","100,00","100,00","93,71","55,27","28,07","8,31","13,60",1610,"8,20"
"100,00","100,00","100,00","100,00","94,10","56,29","30,46","9,45","15,60",1582,"7,78"
"100,00","100,00","100,00","100,00","95,83","60,40","29,61","11,00","16,30",1607,"9,42"
"100,00","100,00","100,00","100,00","95,74","61,63","31,16","10,99","17,60",1599,"9,79"
"100,00","100,00","100,00","100,00","94,82","59,07","32,46","12,43","16,00",1659,"8,05"
"100,00","100,00","100,00","100,00","95,22","53,33","27,74","9,99","16,00",1591,"9,20"
"100,00","100,00","100,00","100,00","95,33","54,51","29,18","10,31","17,10",1628,"9,45"
"100,00","73,70","56,50","47,00","43,90","25,00","29,30","9,10","8,50",1376,"34,80"
"100,00","76,10","59,90","49,30","45,50","23,70","30,80","10,30","8,10",1443,"38,40"
"100,00","100,00","98,90","96,50","90,80","68,30","32,00","13,00","12,00",1707,"3,20"
"100,00","100,00","100,00","91,80","54,70","31,20","34,00","20,00","16,40",1645,"5,40"
"100,00","100,00","100,00","99,40","95,40","85,40","65,00","18,00","32,40",1375,"10,00"
"100,00","100,00","100,00","99,60","97,30","89,90","54,00","18,00","27,60",1496,"12,40"
"100,00","100,00","100,00","99,40","96,40","89,00","36,00","12,00","26,80",1523,"9,40"
"100,00","100,00","100,00","99,40","92,40","80,90","54,00","17,00","24,90",1565,"11,80"
"100,00","100,00","100,00","98,40","91,40","76,20","44,00","18,00","22,70",1551,"10,90"
"100,00","100,00","99,80","97,00","99,60","69,90","36,00","12,00","21,70",1598,"5,60"
"100,00","100,00","100,00","100,00","99,60","69,90","36,00","12,00","22,20",1512,"11,20"
"100,00","100,00","99,80","97,80","91,50","43,80","25,00","10,00","16,20",1734,"10,40"
"100,00","100,00","100,00","99,70","98,80","43,90","41,00","10,00","19,40",1580,"9,90"
"100,00","100,00","100,00","99,70","98,60","95,50","51,00","23,00","29,10",1460,"12,00"
"100,00","100,00","99,40","95,70","85,90","65,80","44,00","12,00","22,60",1608,"16,00"
"100,00","100,00","100,00","99,80","99,10","94,80","59,00","24,00","27,00",1443,"8,40"
"100,00","100,00","100,00","99,90","98,80","73,20","38,00","16,00","18,60",1614,"18,40"
"100,00","100,00","99,10","93,80","81,00","38,80","26,00","10,00","16,20",1746,"9,40"
"100,00","100,00","100,00","99,60","95,20","79,50","51,00","12,00","28,30",1507,"7,20"
"100,00","100,00","100,00","99,90","98,90","72,00","45,00","15,00","20,80",1586,"7,30"
"100,00","100,00","100,00","99,50","98,30","77,30","46,00","22,00","25,80",1494,"12,60"
"100,00","100,00","100,00","99,90","99,70","97,80","54,00","13,00","27,80",1411,"10,60"
"100,00","100,00","99,90","98,80","95,00","83,50","48,00","18,00","26,90",1465,"12,30"
"100,00","100,00","100,00","99,90","98,00","91,50","51,00","10,00","26,80",1322,"7,00"
"100,00","100,00","100,00","99,70","98,20","76,80","45,00","12,00","22,30",1503,"18,00"
"100,00","100,00","100,00","99,80","98,40","88,40","51,00","12,00","25,20",1402,"14,60"
"100,00","100,00","100,00","100,00","99,00","92,00","68,00","33,00","29,10",1289,"6,20"
"100,00","100,00","100,00","99,90","99,90","93,60","52,00","16,00","29,80",1370,"7,90"
"100,00","100,00","100,00","99,80","98,00","90,10","63,00","14,00","33,20",1288,"6,70"
"100,00","100,00","99,60","94,60","91,20","86,80","53,00","18,00","29,30",1452,"17,00"
"100,00","100,00","99,80","99,60","99,60","98,20","57,00","20,00","31,90",1353,"12,50"
"100,00","100,00","99,20","87,70","54,70","40,30","32,00","5,00","14,60",1690,"5,10"
"100,00","98,40","93,00","88,00","63,90","51,80","46,00","17,00","18,00",1677,"11,80"
"100,00","100,00","100,00","99,70","98,50","96,20","63,00","28,00","26,70",1369,"14,20"
"100,00","100,00","99,70","99,40","99,40","96,00","66,00","21,00","28,50",1286,"9,90"
"100,00","100,00","99,90","99,20","98,10","95,80","60,00","18,00","32,70",1371,"13,00"
"100,00","100,00","100,00","99,80","98,90","92,90","53,00","18,00","30,60",1380,"17,30"
"100,00","100,00","100,00","98,80","93,30","84,00","54,00","15,00","32,90",1408,"22,20"
"100,00","94,40","81,60","76,70","66,70","59,80","49,00","13,00","17,40",1445,"2,90"
"100,00","100,00","99,90","99,30","98,00","89,70","49,00","22,00","27,30",1470,"18,80"
"100,00","99,70","98,40","97,80","96,80","95,00","76,00","24,00","29,30",1364,"8,30"
"100,00","100,00","99,90","99,50","98,60","96,30","63,00","27,00","34,40",1322,"14,50"
"100,00","100,00","100,00","99,80","99,00","94,70","70,00","24,00","32,60",1286,"7,30"
"100,00","100,00","100,00","99,90","99,40","99,20","81,00","28,00","38,00",1225,"11,50"
"100,00","100,00","100,00","100,00","99,40","95,70","71,00","23,00","36,20",1240,"14,30"
"100,00","100,00","100,00","99,90","98,60","96,40","76,00","28,00","31,00",1392,"9,30"
"100,00","100,00","100,00","99,20","97,50","91,80","56,00","16,00","29,10",1384,"15,70"
"100,00","100,00","98,60","95,20","83,80","67,90","45,00","14,00","27,50",1452,"11,30"
"100,00","100,00","100,00","99,50","97,80","91,30","54,00","19,00","29,70",1409,"15,30"
"100,00","100,00","100,00","100,00","99,70","93,90","56,00","20,00","37,00",1316,"11,10"
"100,00","99,90","99,60","95,20","83,90","70,80","52,00","13,00","28,30",1507,"7,60"
"100,00","100,00","100,00","100,00","98,00","87,60","52,00","14,00","31,00",1417,"9,20"
"100,00","100,00","100,00","97,60","91,80","80,40","44,00","11,00","21,40",1586,"16,90"
"100,00","100,00","100,00","98,20","95,30","87,80","50,00","7,00","27,10",1526,"29,80"
"100,00","100,00","99,50","96,30","86,00","74,10","48,00","14,00","27,50",1534,"8,70"
"100,00","100,00","100,00","99,70","97,10","85,70","60,00","27,00","22,20",1584,"6,10"
"100,00","100,00","100,00","99,70","98,80","88,70","58,00","21,00","28,90",1533,"17,30"
"100,00","100,00","100,00","99,90","99,50","95,50","64,00","11,00","35,70",1294,"19,70"
"100,00","100,00","100,00","99,30","93,90","80,50","46,00","15,00","25,20",1618,"25,80"
"100,00","100,00","100,00","99,20","96,60","84,60","50,00","16,00","24,80",1582,"19,20"
"100,00","100,00","100,00","99,90","99,60","88,00","58,00","15,00","29,20",1474,"16,70"
"100,00","99,87","99,68","98,52","73,75","35,99","31,10","14,40","14,70",1806,"11,50"
"100,00","99,70","99,28","98,12","71,00","35,20","31,00","22,20","14,90",1780,"18,50"
"100,00","100,00","99,85","99,57","90,12","60,48","25,30","15,60","16,00",1796,"13,00"
"100,00","99,72","99,58","99,88","96,26","36,18","18,80","3,70","13,00",1913,"15,50"
"100,00","99,91","99,75","99,33","87,64","38,20","26,50","17,80","15,70",1734,"14,80"
"100,00","100,00","99,65","99,07","97,83","47,17","34,00","15,20","18,00",1683,"20,40"
"100,00","100,00","99,79","98,93","92,77","42,74","23,60","11,40","15,40",1791,"13,70"
"100,00","99,59","98,41","96,98","69,76","34,70","29,40","23,60","21,30",1643,"11,40"
"100,00","100,00","99,93","99,74","93,31","42,43","32,10","25,60","22,10",1585,"10,80"
"100,00","99,24","98,46","97,57","63,70","38,38","47,40","36,90","30,20",1431,"21,50"
"100,00","99,13","96,76","92,72","62,80","36,15","48,20","37,60","30,00",1435,"11,30"
"100,00","98,02","94,77","90,38","64,51","34,54","39,50","26,40","24,50",1654,"17,90"
"100,00","96,57","92,38","87,32","60,64","31,55","47,80","37,40","25,60",1558,"11,50"
"100,00","100,00","99,83","99,80","76,88","52,79","35,20","22,40","5,60",1699,"18,10"
"100,00","100,00","99,92","99,91","99,39","35,54","25,10","11,40","11,20",1875,"22,30"
"100,00","100,00","99,83","99,80","97,62","52,66","34,90","22,50","10,20",1904,"51,50"
"100,00","100,00","99,92","99,91","99,43","36,41","25,00","12,60","11,70",2138,"63,40"
"100,00","100,00","99,92","99,91","99,45","37,16","24,80","12,30","9,50",2133,"73,00"
"100,00","100,00","100,00","100,00","99,80","26,60","21,00","9,00","9,30",2016,"24,00"
"100,00","100,00","100,00","100,00","98,80","23,40","19,00","7,00","9,80",2013,"28,70"
"100,00","100,00","100,00","100,00","99,60","26,90","23,00","9,00","11,60",1870,"14,10"
"100,00","100,00","100,00","100,00","99,70","33,20","24,00","12,00","9,20",2012,"22,10"
"100,00","100,00","100,00","100,00","99,90","25,30","21,00","7,00","11,90",1913,"12,80"
"100,00","100,00","100,00","100,00","99,80","26,80","23,00","10,00","11,20",1842,"10,70"
"100,00","100,00","100,00","100,00","98,80","24,20","20,00","9,00","9,40",1983,"11,30"
"100,00","100,00","100,00","100,00","99,30","21,80","18,00","5,00","8,80",2027,"28,60"
"100,00","100,00","100,00","100,00","98,50","19,60","21,00","10,00","10,70",1869,"11,50"
"100,00","100,00","100,00","100,00","99,60","20,80","19,00","6,00","8,60",1991,"29,00"
"100,00","100,00","100,00","100,00","98,10","22,90","19,00","11,00","89,90",2035,"39,60"
"100,00","100,00","100,00","100,00","99,60","27,60","21,00","8,00","9,30",2012,"36,10"
"100,00","100,00","100,00","100,00","99,90","34,60","25,00","13,00","30,00",1499,"15,20"
"100,00","100,00","100,00","100,00","99,70","21,30","17,00","4,00","9,40",1988,"31,10"
"100,00","100,00","100,00","100,00","99,90","30,80","21,00","5,00","10,50",1998,"44,20"
"100,00","100,00","100,00","100,00","99,70","23,70","20,00","5,00","9,60",2054,"38,80"
"100,00","100,00","100,00","100,00","99,40","25,20","22,00","12,00","11,80",1877,"13,40"
"100,00","100,00","100,00","100,00","99,60","27,50","25,00","13,00","10,00",1986,"39,90"
"100,00","100,00","100,00","100,00","99,90","24,80","20,00","5,00","11,70",1893,"12,70"
"100,00","100,00","100,00","100,00","99,10","24,50","21,00","9,00","9,40",2004,"34,10"
"100,00","100,00","100,00","100,00","99,50","21,60","18,00","4,00","10,90",1869,"11,60"
"100,00","100,00","100,00","100,00","99,80","22,70","21,00","8,00","9,70",1979,"45,10"
"100,00","100,00","100,00","100,00","99,60","21,10","18,00","5,00","8,30",2033,"43,30"
"100,00","100,00","99,90","99,90","99,40","23,00","23,00","11,00","8,50",2188,"40,00"
"100,00","100,00","100,00","100,00","99,10","25,80","18,00","3,00","8,20",1993,"44,60"
"100,00","100,00","100,00","100,00","98,40","26,10","22,00","11,00","10,90",1912,"17,00"
"100,00","100,00","100,00","100,00","99,10","25,50","22,00","7,00","12,00",1896,"19,30"
"100,00","100,00","100,00","100,00","99,90","26,60","25,00","11,00","9,70",2005,"46,50"
"100,00","100,00","100,00","100,00","99,70","26,10","20,00","4,00","9,50",2033,"11,00"
"100,00","100,00","100,00","100,00","98,10","22,90","19,00","11,00","9,20",2017,"11,20"
"100,00","100,00","100,00","99,90","98,90","94,60","77,00","30,00","38,20",1312,"7,20"
"100,00","100,00","99,90","99,50","97,00","87,90","60,00","23,00","30,10",1396,"10,20"
"100,00","100,00","100,00","99,90","97,50","83,10","49,00","20,00","27,40",1502,"1,90"
"100,00","100,00","100,00","97,90","78,40","69,00","57,00","22,00","26,30",1530,"2,10"
"100,00","99,90","99,30","97,70","81,40","56,50","42,00","13,00","23,20",1570,"5,00"
"100,00","92,80","81,30","59,10","29,40","19,80","38,00","14,00","11,50",1910,"38,00"
"99,00","93,40","88,80","77,70","43,80","24,80","39,00","12,00","14,60",1840,"34,20"
"100,00","99,50","94,80","81,80","52,30","70,30","38,00","14,00","13,70",1861,"18,80"
"96,50","75,30","66,50","53,90","18,60","8,70","24,00","7,00","12,10",1784,"43,10"
"100,00","100,00","99,90","96,80","68,50","50,30","48,00","18,00","19,70",1652,"18,80"
"100,00","100,00","99,80","99,00","81,60","70,30","57,00","21,00","26,30",1490,"11,00"
"100,00","100,00","99,90","99,70","91,40","82,90","65,00","27,00","29,90",1449,"7,30"
"100,00","99,90","98,30","96,50","85,40","69,00","54,00","20,00","24,00",1541,"22,20"
"100,00","100,00","100,00","99,90","92,00","81,10","62,00","25,00","30,20",1408,"12,30"
"100,00","100,00","100,00","98,30","34,00","19,50","43,00","19,00","14,90",1821,"12,10"
"100,00","100,00","100,00","99,90","91,70","74,90","50,00","16,00","26,10",1488,"11,20"
"100,00","100,00","100,00","99,90","88,60","66,60","43,00","14,00","23,60",1545,"11,10"
"100,00","100,00","100,00","99,70","90,50","75,10","46,00","14,00","27,30",1462,"16,80"
"100,00","100,00","100,00","99,60","91,00","75,00","46,00","15,00","27,30",1490,"9,70"
"100,00","100,00","100,00","99,80","95,70","86,40","57,00","21,00","32,80",1395,"7,50"
"100,00","100,00","100,00","99,60","94,90","85,10","51,00","20,00","29,60",1439,"8,20"
"100,00","100,00","100,00","98,40","87,60","72,60","45,00","16,00","29,30",1396,"14,10"
