ID,25.4mm,9.5mm,4.8mm,2.0mm,0.42mm,0.076mm,LL ,IP ,Umidade Ótima,Densidade máxima ,CBR 
695,100,100,"99,83","99,8","76,88","52,79","35,2","22,4","5,6",1699,"18,1"
696,100,100,"99,92","99,91","99,39","35,54","25,1","11,4","11,2",1875,"22,3"
697,100,100,"99,83","99,8","97,62","52,66","34,9","22,5","10,2",1904,"51,5"
698,100,100,"99,92","99,91","99,43","36,41",25,"12,6","11,7",2138,"63,4"
699,100,100,"99,92","99,91","99,45","37,16","24,8","12,3","9,5",2133,73
700,100,100,100,100,"99,8","26,6",21,9,"9,3",2016,24
701,100,100,100,100,"98,8","23,4",19,7,"9,8",2013,"28,7"
702,100,100,100,100,"99,6","26,9",23,9,"11,6",1870,"14,1"
703,100,100,100,100,"99,7","33,2",24,12,"9,2",2012,"22,1"
704,100,100,100,100,"99,9","25,3",21,7,"11,9",1913,"12,8"
705,100,100,100,100,"99,8","26,8",23,10,"11,2",1842,"10,7"
706,100,100,100,100,"98,8","24,2",20,9,"9,4",1983,"11,3"
707,100,100,100,100,"99,3","21,8",18,5,"8,8",2027,"28,6"
708,100,100,100,100,"98,5","19,6",21,10,"10,7",1869,"11,5"
709,100,100,100,100,"99,6","20,8",19,6,"8,6",1991,29
710,100,100,100,100,"98,1","22,9",19,11,"89,9",2035,"39,6"
711,100,100,100,100,"99,6","27,6",21,8,"9,3",2012,"36,1"
712,100,100,100,100,"99,9","34,6",25,13,30,1499,"15,2"
713,100,100,100,100,"99,7","21,3",17,4,"9,4",1988,"31,1"
714,100,100,100,100,"99,9","30,8",21,5,"10,5",1998,"44,2"
715,100,100,100,100,"99,7","23,7",20,5,"9,6",2054,"38,8"
716,100,100,100,100,"99,4","25,2",22,12,"11,8",1877,"13,4"
717,100,100,100,100,"99,6","27,5",25,13,10,1986,"39,9"
718,100,100,100,100,"99,9","24,8",20,5,"11,7",1893,"12,7"
719,100,100,100,100,"99,1","24,5",21,9,"9,4",2004,"34,1"
720,100,100,100,100,"99,5","21,6",18,4,"10,9",1869,"11,6"
721,100,100,100,100,"99,8","22,7",21,8,"9,7",1979,"45,1"
722,100,100,100,100,"99,6","21,1",18,5,"8,3",2033,"43,3"
723,100,100,"99,9","99,9","99,4",23,23,11,"8,5",2188,40
724,100,100,100,100,"99,1","25,8",18,3,"8,2",1993,"44,6"
725,100,100,100,100,"98,4","26,1",22,11,"10,9",1912,17
726,100,100,100,100,"99,1","25,5",22,7,12,1896,"19,3"
727,100,100,100,100,"99,9","26,6",25,11,"9,7",2005,"46,5"
728,100,100,100,100,"99,7","26,1",20,4,"9,5",2033,11
729,100,100,100,100,"98,1","22,9",19,11,"9,2",2017,"11,2"
730,100,100,100,"99,9","98,9","94,6",77,30,"38,2",1312,"7,2"
731,100,100,"99,9","99,5",97,"87,9",60,23,"30,1",1396,"10,2"
732,100,100,100,"99,9","97,5","83,1",49,20,"27,4",1502,"1,9"
733,100,100,100,"97,9","78,4",69,57,22,"26,3",1530,"2,1"
734,100,"99,9","99,3","97,7","81,4","56,5",42,13,"23,2",1570,5
735,100,"92,8","81,3","59,1","29,4","19,8",38,14,"11,5",1910,38
736,99,"93,4","88,8","77,7","43,8","24,8",39,12,"14,6",1840,"34,2"
737,100,"99,5","94,8","81,8","52,3","70,3",38,14,"13,7",1861,"18,8"
738,"96,5","75,3","66,5","53,9","18,6","8,7",24,7,"12,1",1784,"43,1"
739,100,100,"99,9","96,8","68,5","50,3",48,18,"19,7",1652,"18,8"
740,100,100,"99,8",99,"81,6","70,3",57,21,"26,3",1490,11
741,100,100,"99,9","99,7","91,4","82,9",65,27,"29,9",1449,"7,3"
742,100,"99,9","98,3","96,5","85,4",69,54,20,24,1541,"22,2"
743,100,100,100,"99,9",92,"81,1",62,25,"30,2",1408,"12,3"
744,100,100,100,"98,3",34,"19,5",43,19,"14,9",1821,"12,1"
745,100,100,100,"99,9","91,7","74,9",50,16,"26,1",1488,"11,2"
746,100,100,100,"99,9","88,6","66,6",43,14,"23,6",1545,"11,1"
747,100,100,100,"99,7","90,5","75,1",46,14,"27,3",1462,"16,8"
748,100,100,100,"99,6",91,75,46,15,"27,3",1490,"9,7"
749,100,100,100,"99,8","95,7","86,4",57,21,"32,8",1395,"7,5"
750,100,100,100,"99,6","94,9","85,1",51,20,"29,6",1439,"8,2"
751,100,100,100,"98,4","87,6","72,6",45,16,"29,3",1396,"14,1"
