25.4mm,9.5mm,4.8mm,2.0mm,0.42mm,0.076mm,LL ,IP ,Umidade Ótima,Densidade máxima ,CBR 
100,"84,8","61,9","43,7",36,"31,5","38,5","12,5","17,1",1831,"14,7"
100,"95,8","80,1","66,6","50,9","44,4","36,9","8,7","15,6",1870,"19,5"
100,100,100,100,"93,7",48,"33,7","13,3",15,1739,"7,1"
100,82,"64,9","49,9","37,1","31,4","32,7","8,2","12,8",1905,"24,8"
100,100,100,100,"94,8","79,5","44,7","13,6","21,1",1607,"7,5"
100,100,"86,7","78,4",69,"61,4","42,6","13,9","19,3",1702,"14,6"
100,100,"88,9","81,2","71,1","64,4","42,4","13,4","20,9",1644,"9,5"
100,100,100,100,"93,4","76,8","39,6","16,7","18,6",1675,"7,1"
100,100,100,100,"93,8","77,5","40,4","16,8","19,6",1673,"7,1"
100,100,100,100,"94,3","76,7",38,"16,6","18,1",1672,"7,8"
100,100,100,100,"94,1","77,3","39,8","17,4","18,6",1644,"7,9"
100,100,100,100,"94,7","25,1","41,5","17,6","17,9",1653,"7,6"
100,100,100,100,"97,5","38,8","37,9","13,5",14,1702,"10,8"
100,100,100,100,"96,6","40,9","39,7",14,"15,4",1733,"11,3"
100,100,100,100,"94,7","65,5","35,9","13,5","14,8",1707,"11,3"
100,100,100,100,"93,8","64,1",38,"13,9","14,8",1726,"12,1"
100,100,100,100,"96,5","37,8","37,5","13,3","14,6",1783,"11,7"
100,100,100,100,"95,8",41,"39,4","15,4",14,1625,"9,1"
100,100,100,100,"95,8","81,4","41,6","14,4","19,1",1605,"6,6"
100,98,"88,5","69,2","59,2","29,5","33,5","10,7","11,8",1976,"22,5"
100,100,100,100,"94,7","78,4","40,9","16,8","20,1",1689,7
100,100,100,100,"95,5","78,4","42,5","16,4","20,2",1666,"6,5"
100,"95,1","82,5","71,6","57,9","48,1","36,8","13,2","14,2",1842,"18,5"
100,"94,4","82,6","71,5",56,"47,2","33,5","11,3",14,1865,"18,5"
100,100,100,100,"96,5","80,7","42,7","18,5","18,1",1656,"6,1"
100,"96,2","81,8","69,4","54,3","46,2","40,9","16,6","14,7",1766,"18,2"
100,100,100,100,"96,4",79,"39,7","17,3","18,5",1679,"8,2"
100,100,100,100,"94,8","77,8","40,9","16,8","17,3",1662,"8,6"
100,100,100,100,"95,2","77,8","38,6","17,6","18,6",1667,"8,5"
100,100,100,100,95,"77,9","40,5","15,9","19,5",1672,"8,1"
100,100,100,100,"95,5","78,4","40,7","16,7","19,9",1661,"8,1"
100,100,100,100,"95,4",78,"39,9","16,8","18,3",1642,"8,6"
100,100,100,100,"95,6","78,6","38,7","17,1","17,6",1647,8
100,100,100,100,"94,4",77,"40,6","16,6","17,8",1656,"9,3"
100,"96,6","82,4","69,2","54,9","47,7","38,7","16,3","14,2",1877,21
100,100,100,100,"97,2","85,9","41,6","11,9","22,4",1589,"4,7"
100,100,100,100,"93,7",78,"39,7","16,9","17,9",1676,"8,1"
100,100,100,100,"96,4","83,9","45,8","13,7","21,5",1604,"5,6"
100,100,"88,4","80,8","73,5","51,9","37,6","13,7","15,9",1682,"9,9"
100,100,"89,1","81,9","76,1","54,6","36,6","13,6","15,6",1667,"9,4"
100,100,"90,2","82,9","74,3",54,"36,2",14,"15,4",1674,"9,6"
100,100,"86,3","77,9","68,9","49,9","37,6","13,6","15,3",1705,"10,6"
100,100,"89,1","81,7","73,1","53,1","36,7","14,3","16,4",1678,"9,5"
"89,8","60,8","32,6","22,2","16,7",14,"24,8","4,7","10,3",2091,"46,6"
"88,7","59,9","32,2","21,3","16,5","13,8","24,8","5,1","9,6",2090,"48,5"
"88,5","58,3","30,5",21,"16,2","13,6","24,6","5,3","9,7",2108,"46,7"
"89,1","59,7","31,2","21,1","15,5","13,1","24,6","4,6","10,5",2080,"44,8"
"89,1","59,3",31,"20,7","15,9","13,7","23,9","5,6","9,5",2141,"49,1"
"85,5","59,3","31,7",22,17,"14,5","23,7","5,3","9,9",2091,"48,8"
"88,6","59,9","31,8",22,"16,7","14,1","24,4","4,3",10,2110,"47,2"
"89,6","60,9","32,7","22,3","16,8","13,7","23,5","4,6","9,9",2107,"48,7"
"88,4","57,9",31,"21,2","16,1","13,8","23,8","4,9","9,9",2112,"48,7"
"88,4","57,8",31,"21,1",16,"13,7","23,5","4,1","9,7",2125,"50,3"
"88,4","57,8","30,8","20,9",16,"13,7","23,1","4,2","9,6",2120,"52,2"
"88,3","57,7","30,6","20,7","15,6","13,4","22,9","3,8","9,6",2142,53
"88,3","57,8","30,8",21,16,"13,6","22,8","3,9","9,6",2178,"54,9"
"88,4",58,"30,9",21,16,"13,8",23,"3,7","10,2",2110,"52,2"
"88,4","58,2","31,1","21,2","16,2","13,8","23,2","3,1","9,6",2198,"52,7"
"89,8","60,8","32,6","22,2","16,7",14,"22,8","4,5","9,1",2551,83
"88,7","59,9","32,2","21,3","16,5","13,8","23,8","4,1","10,5",2175,"85,6"
"88,5","58,3","30,5",21,"16,2","13,6","24,6","5,3","9,4",2168,"86,9"
"89,1","59,7","31,2","21,1","15,5","13,1","24,6","4,6","8,9",2170,"88,3"
"89,1","59,3",31,"20,7","15,9","13,7","23,9","5,6","9,5",2162,"84,6"
"88,5","59,3","31,7",22,17,"14,5","23,7","5,3","9,7",2149,"85,1"
"88,6","59,9","31,8",22,"16,7","14,1","24,4","4,3","9,9",2127,"85,2"
"89,6","60,9","32,7","22,3","16,8","13,7","23,5","4,6","10,3",2185,"87,3"
"88,4","57,9",31,"21,2","16,1","13,8","23,8","4,9","10,6",2170,"87,4"
"88,4","57,8",31,"21,1",16,"13,7","23,5","4,1","10,5",2183,"90,6"
"88,4","57,8","30,8","20,9",16,"13,7","23,1","4,2","10,5",2255,"90,1"
"88,3","57,7","30,6","20,7","15,6","13,4","22,9","3,8","10,1",2092,"87,9"
"88,3","57,8","30,8",21,16,"13,6","22,8","3,9","10,6",2187,"86,4"
"88,4",58,"30,9",21,16,"13,8",23,"3,7","10,7",2246,"88,5"
"88,4","58,2","31,1","21,2","16,2","13,8","23,2","3,1","10,1",2239,"88,6"
100,100,100,100,"93,71","55,27","28,07","8,31","13,6",1610,"8,2"
100,100,100,100,"94,1","56,29","30,46","9,45","15,6",1582,"7,78"
100,100,100,100,"95,83","60,4","29,61",11,"16,3",1607,"9,42"
100,100,100,100,"95,74","61,63","31,16","10,99","17,6",1599,"9,79"
100,100,100,100,"94,82","59,07","32,46","12,43",16,1659,"8,05"
100,100,100,100,"95,22","53,33","27,74","9,99",16,1591,"9,2"
100,100,100,100,"95,33","54,51","29,18","10,31","17,1",1628,"9,45"
100,"73,7","56,5",47,"43,9",25,"29,3","9,1","8,5",1376,"34,8"
100,"76,1","59,9","49,3","45,5","23,7","30,8","10,3","8,1",1443,"38,4"
100,100,"98,9","96,5","90,8","68,3",32,13,12,1707,"3,2"
100,100,100,"91,8","54,7","31,2",34,20,"16,4",1645,"5,4"
100,100,100,"99,4","95,4","85,4",65,18,"32,4",1375,10
100,100,100,"99,6","97,3","89,9",54,18,"27,6",1496,"12,4"
100,100,100,"99,4","96,4",89,36,12,"26,8",1523,"9,4"
100,100,100,"99,4","92,4","80,9",54,17,"24,9",1565,"11,8"
100,100,100,"98,4","91,4","76,2",44,18,"22,7",1551,"10,9"
100,100,"99,8",97,"99,6","69,9",36,12,"21,7",1598,"5,6"
100,100,100,100,"99,6","69,9",36,12,"22,2",1512,"11,2"
100,100,"99,8","97,8","91,5","43,8",25,10,"16,2",1734,"10,4"
100,100,100,"99,7","98,8","43,9",41,10,"19,4",1580,"9,9"
100,100,100,"99,7","98,6","95,5",51,23,"29,1",1460,12
100,100,"99,4","95,7","85,9","65,8",44,12,"22,6",1608,16
100,100,100,"99,8","99,1","94,8",59,24,27,1443,"8,4"
100,100,100,"99,9","98,8","73,2",38,16,"18,6",1614,"18,4"
100,100,"99,1","93,8",81,"38,8",26,10,"16,2",1746,"9,4"
100,100,100,"99,6","95,2","79,5",51,12,"28,3",1507,"7,2"
100,100,100,"99,9","98,9",72,45,15,"20,8",1586,"7,3"
100,100,100,"99,5","98,3","77,3",46,22,"25,8",1494,"12,6"
100,100,100,"99,9","99,7","97,8",54,13,"27,8",1411,"10,6"
100,100,"99,9","98,8",95,"83,5",48,18,"26,9",1465,"12,3"
100,100,100,"99,9",98,"91,5",51,10,"26,8",1322,7
100,100,100,"99,7","98,2","76,8",45,12,"22,3",1503,18
100,100,100,"99,8","98,4","88,4",51,12,"25,2",1402,"14,6"
100,100,100,100,99,92,68,33,"29,1",1289,"6,2"
100,100,100,"99,9","99,9","93,6",52,16,"29,8",1370,"7,9"
100,100,100,"99,8",98,"90,1",63,14,"33,2",1288,"6,7"
100,100,"99,6","94,6","91,2","86,8",53,18,"29,3",1452,17
100,100,"99,8","99,6","99,6","98,2",57,20,"31,9",1353,"12,5"
100,100,"99,2","87,7","54,7","40,3",32,5,"14,6",1690,"5,1"
100,"98,4",93,88,"63,9","51,8",46,17,18,1677,"11,8"
100,100,100,"99,7","98,5","96,2",63,28,"26,7",1369,"14,2"
100,100,"99,7","99,4","99,4",96,66,21,"28,5",1286,"9,9"
100,100,"99,9","99,2","98,1","95,8",60,18,"32,7",1371,13
100,100,100,"99,8","98,9","92,9",53,18,"30,6",1380,"17,3"
100,100,100,"98,8","93,3",84,54,15,"32,9",1408,"22,2"
100,"94,4","81,6","76,7","66,7","59,8",49,13,"17,4",1445,"2,9"
100,100,"99,9","99,3",98,"89,7",49,22,"27,3",1470,"18,8"
100,"99,7","98,4","97,8","96,8",95,76,24,"29,3",1364,"8,3"
100,100,"99,9","99,5","98,6","96,3",63,27,"34,4",1322,"14,5"
100,100,100,"99,8",99,"94,7",70,24,"32,6",1286,"7,3"
100,100,100,"99,9","99,4","99,2",81,28,38,1225,"11,5"
100,100,100,100,"99,4","95,7",71,23,"36,2",1240,"14,3"
100,100,100,"99,9","98,6","96,4",76,28,31,1392,"9,3"
100,100,100,"99,2","97,5","91,8",56,16,"29,1",1384,"15,7"
100,100,"98,6","95,2","83,8","67,9",45,14,"27,5",1452,"11,3"
100,100,100,"99,5","97,8","91,3",54,19,"29,7",1409,"15,3"
100,100,100,100,"99,7","93,9",56,20,37,1316,"11,1"
100,"99,9","99,6","95,2","83,9","70,8",52,13,"28,3",1507,"7,6"
100,100,100,100,98,"87,6",52,14,31,1417,"9,2"
100,100,100,"97,6","91,8","80,4",44,11,"21,4",1586,"16,9"
100,100,100,"98,2","95,3","87,8",50,7,"27,1",1526,"29,8"
100,100,"99,5","96,3",86,"74,1",48,14,"27,5",1534,"8,7"
100,100,100,"99,7","97,1","85,7",60,27,"22,2",1584,"6,1"
100,100,100,"99,7","98,8","88,7",58,21,"28,9",1533,"17,3"
100,100,100,"99,9","99,5","95,5",64,11,"35,7",1294,"19,7"
100,100,100,"99,3","93,9","80,5",46,15,"25,2",1618,"25,8"
100,100,100,"99,2","96,6","84,6",50,16,"24,8",1582,"19,2"
100,100,100,"99,9","99,6",88,58,15,"29,2",1474,"16,7"
100,"99,87","99,68","98,52","73,75","35,99","31,1","14,4","14,7",1806,"11,5"
100,"99,7","99,28","98,12",71,"35,2",31,"22,2","14,9",1780,"18,5"
100,100,"99,85","99,57","90,12","60,48","25,3","15,6",16,1796,13
100,"99,72","99,58","99,88","96,26","36,18","18,8","3,7",13,1913,"15,5"
100,"99,91","99,75","99,33","87,64","38,2","26,5","17,8","15,7",1734,"14,8"
100,100,"99,65","99,07","97,83","47,17",34,"15,2",18,1683,"20,4"
100,100,"99,79","98,93","92,77","42,74","23,6","11,4","15,4",1791,"13,7"
100,"99,59","98,41","96,98","69,76","34,7","29,4","23,6","21,3",1643,"11,4"
100,100,"99,93","99,74","93,31","42,43","32,1","25,6","22,1",1585,"10,8"
100,"99,24","98,46","97,57","63,7","38,38","47,4","36,9","30,2",1431,"21,5"
100,"99,13","96,76","92,72","62,8","36,15","48,2","37,6",30,1435,"11,3"
100,"98,02","94,77","90,38","64,51","34,54","39,5","26,4","24,5",1654,"17,9"
100,"96,57","92,38","87,32","60,64","31,55","47,8","37,4","25,6",1558,"11,5"
100,100,"99,83","99,8","76,88","52,79","35,2","22,4","5,6",1699,"18,1"
100,100,"99,92","99,91","99,39","35,54","25,1","11,4","11,2",1875,"22,3"
100,100,"99,83","99,8","97,62","52,66","34,9","22,5","10,2",1904,"51,5"
100,100,"99,92","99,91","99,43","36,41",25,"12,6","11,7",2138,"63,4"
100,100,"99,92","99,91","99,45","37,16","24,8","12,3","9,5",2133,73
100,100,100,100,"99,8","26,6",21,9,"9,3",2016,24
100,100,100,100,"98,8","23,4",19,7,"9,8",2013,"28,7"
100,100,100,100,"99,6","26,9",23,9,"11,6",1870,"14,1"
100,100,100,100,"99,7","33,2",24,12,"9,2",2012,"22,1"
100,100,100,100,"99,9","25,3",21,7,"11,9",1913,"12,8"
100,100,100,100,"99,8","26,8",23,10,"11,2",1842,"10,7"
100,100,100,100,"98,8","24,2",20,9,"9,4",1983,"11,3"
100,100,100,100,"99,3","21,8",18,5,"8,8",2027,"28,6"
100,100,100,100,"98,5","19,6",21,10,"10,7",1869,"11,5"
100,100,100,100,"99,6","20,8",19,6,"8,6",1991,29
100,100,100,100,"98,1","22,9",19,11,"89,9",2035,"39,6"
100,100,100,100,"99,6","27,6",21,8,"9,3",2012,"36,1"
100,100,100,100,"99,9","34,6",25,13,30,1499,"15,2"
100,100,100,100,"99,7","21,3",17,4,"9,4",1988,"31,1"
100,100,100,100,"99,9","30,8",21,5,"10,5",1998,"44,2"
100,100,100,100,"99,7","23,7",20,5,"9,6",2054,"38,8"
100,100,100,100,"99,4","25,2",22,12,"11,8",1877,"13,4"
100,100,100,100,"99,6","27,5",25,13,10,1986,"39,9"
100,100,100,100,"99,9","24,8",20,5,"11,7",1893,"12,7"
100,100,100,100,"99,1","24,5",21,9,"9,4",2004,"34,1"
100,100,100,100,"99,5","21,6",18,4,"10,9",1869,"11,6"
100,100,100,100,"99,8","22,7",21,8,"9,7",1979,"45,1"
100,100,100,100,"99,6","21,1",18,5,"8,3",2033,"43,3"
100,100,"99,9","99,9","99,4",23,23,11,"8,5",2188,40
100,100,100,100,"99,1","25,8",18,3,"8,2",1993,"44,6"
100,100,100,100,"98,4","26,1",22,11,"10,9",1912,17
100,100,100,100,"99,1","25,5",22,7,12,1896,"19,3"
100,100,100,100,"99,9","26,6",25,11,"9,7",2005,"46,5"
100,100,100,100,"99,7","26,1",20,4,"9,5",2033,11
100,100,100,100,"98,1","22,9",19,11,"9,2",2017,"11,2"
100,100,100,"99,9","98,9","94,6",77,30,"38,2",1312,"7,2"
100,100,"99,9","99,5",97,"87,9",60,23,"30,1",1396,"10,2"
100,100,100,"99,9","97,5","83,1",49,20,"27,4",1502,"1,9"
100,100,100,"97,9","78,4",69,57,22,"26,3",1530,"2,1"
100,"99,9","99,3","97,7","81,4","56,5",42,13,"23,2",1570,5
100,"92,8","81,3","59,1","29,4","19,8",38,14,"11,5",1910,38
99,"93,4","88,8","77,7","43,8","24,8",39,12,"14,6",1840,"34,2"
100,"99,5","94,8","81,8","52,3","70,3",38,14,"13,7",1861,"18,8"
"96,5","75,3","66,5","53,9","18,6","8,7",24,7,"12,1",1784,"43,1"
100,100,"99,9","96,8","68,5","50,3",48,18,"19,7",1652,"18,8"
100,100,"99,8",99,"81,6","70,3",57,21,"26,3",1490,11
100,100,"99,9","99,7","91,4","82,9",65,27,"29,9",1449,"7,3"
100,"99,9","98,3","96,5","85,4",69,54,20,24,1541,"22,2"
100,100,100,"99,9",92,"81,1",62,25,"30,2",1408,"12,3"
100,100,100,"98,3",34,"19,5",43,19,"14,9",1821,"12,1"
100,100,100,"99,9","91,7","74,9",50,16,"26,1",1488,"11,2"
100,100,100,"99,9","88,6","66,6",43,14,"23,6",1545,"11,1"
100,100,100,"99,7","90,5","75,1",46,14,"27,3",1462,"16,8"
100,100,100,"99,6",91,75,46,15,"27,3",1490,"9,7"
100,100,100,"99,8","95,7","86,4",57,21,"32,8",1395,"7,5"
100,100,100,"99,6","94,9","85,1",51,20,"29,6",1439,"8,2"
100,100,100,"98,4","87,6","72,6",45,16,"29,3",1396,"14,1"
